txtFieldNote,intControl,txtPDFExists,txtFileNo,txtType
126-14-159,1076928,Y,SC 000126:14,C
126-15-160,1078335,Y,SC 000126:15,C
126-15-161,1076929,Y,SC 000126:15,C
126-15-162,1076930,Y,SC 000126:15,C
126-15-163,1076931,Y,SC 000126:15,C
126-15-164,1076932,Y,SC 000126:15,C
126-15-165,1076933,Y,SC 000126:15,C
126-15-166,1076934,Y,SC 000126:15,C
126-15-167,1076935,Y,SC 000126:15,C
126-15-168,1076937,Y,SC 000126:15,C
126-17-173,1078336,Y,SC 000126:17,C
126-17-174,1076938,Y,SC 000126:17,C
126-19-178,1078337,Y,SC 000126:19,C
126-19-181,1076939,Y,SC 000126:19,C
126-19-182,1076940,Y,SC 000126:19,C
126-19-183,1076941,Y,SC 000126:19,C
126-19-184,1076942,Y,SC 000126:19,C
126-19-185,1076943,Y,SC 000126:19,C
126-19-186,1076944,Y,SC 000126:19,C
126-19-187,1076945,Y,SC 000126:19,C
126-19-188,1076946,Y,SC 000126:19,C
126-19-190,1076947,Y,SC 000126:19,C
126-19-191,1076948,Y,SC 000126:19,C
126-20-192,1078338,Y,SC 000126:20,C
126-20-194,1076949,Y,SC 000126:20,C
126-20-196,1076950,Y,SC 000126:20,C
126-20-198,1076951,Y,SC 000126:20,C
126-20-200,1076952,Y,SC 000126:20,C
126-20-201,1076953,Y,SC 000126:20,C
126-20-202,1076954,Y,SC 000126:20,C
126-20-203,1076955,Y,SC 000126:20,C
126-20-204,1076956,Y,SC 000126:20,C
126-20-205,1087474,Y,SC 000126:20,C
126-21-206,1078339,Y,SC 000126:21,C
126-21-207,1076957,Y,SC 000126:21,C
126-21-208,1076958,Y,SC 000126:21,C
126-21-209,1076959,Y,SC 000126:21,C
126-21-210,1076960,Y,SC 000126:21,C
126-21-211,1076961,Y,SC 000126:21,C
126-21-212,1076962,Y,SC 000126:21,C
126-21-213,1076963,Y,SC 000126:21,C
126-21-214,1076964,Y,SC 000126:21,C
126-21-215,1076965,Y,SC 000126:21,C
126-21-216,1076966,Y,SC 000126:21,C
126-21-217,1076967,Y,SC 000126:21,C
126-21-218,1076968,Y,SC 000126:21,C
126-21-219,1076969,Y,SC 000126:21,C
126-22-220,1078340,Y,SC 000126:22,C
126-22-221,1076970,Y,SC 000126:22,C
126-22-222,1076971,Y,SC 000126:22,C
126-22-223,1076972,Y,SC 000126:22,C
126-22-224,1076973,Y,SC 000126:22,C
126-22-225,1076974,Y,SC 000126:22,C
126-22-226,1076975,Y,SC 000126:22,C
126-22-231,1076976,Y,SC 000126:22,C
126-23-232,1078341,Y,SC 000126:23,C
126-23-233,1076977,Y,SC 000126:23,C
126-23-234,1076978,Y,SC 000126:23,C
126-23-236,1076979,Y,SC 000126:23,C
126-23-237,1076980,Y,SC 000126:23,C
126-23-238,1076981,Y,SC 000126:23,C
126-23-239,1076982,Y,SC 000126:23,C
126-23-240,1076983,Y,SC 000126:23,C
126-23-241,1076984,Y,SC 000126:23,C
126-23-242,1076985,Y,SC 000126:23,C
126-23-243,1076986,Y,SC 000126:23,C
126-23-244,1076987,Y,SC 000126:23,C
126-23-245,1076988,Y,SC 000126:23,C
126-24-246,1078342,Y,SC 000126:24,C
126-24-248,1076989,Y,SC 000126:24,C
126-24-250,1076990,Y,SC 000126:24,C
126-24-252,1076991,Y,SC 000126:24,C
126-24-253,1076992,Y,SC 000126:24,C
126-24-254,1076993,Y,SC 000126:24,C
126-24-255,1076994,Y,SC 000126:24,C
126-24-256,1076995,Y,SC 000126:24,C
126-24-257,1076996,Y,SC 000126:24,C
126-24-258,1076997,Y,SC 000126:24,C
126-24-259,1076998,Y,SC 000126:24,C
126-25-260,1078343,Y,SC 000126:25,C
126-25-262,1076999,Y,SC 000126:25,C
126-25-263,1077000,Y,SC 000126:25,C
126-26-269,1078344,Y,SC 000126:26,C
126-26-271,1077001,Y,SC 000126:26,C
126-26-273,1077002,Y,SC 000126:26,C
126-26-274,1077003,Y,SC 000126:26,C
126-26-275,1077004,Y,SC 000126:26,C
126-28-279,1078345,Y,SC 000126:28,C
126-28-280,1077005,Y,SC 000126:28,C
126-28-281,1077008,Y,SC 000126:28,C
126-28-282,1077009,Y,SC 000126:28,C
126-28-283,1077010,Y,SC 000126:28,C
126-28-284,1077011,Y,SC 000126:28,C
126-28-285,1077012,Y,SC 000126:28,C
126-28-286,1077013,Y,SC 000126:28,C
126-28-287,1077014,Y,SC 000126:28,C
126-28-288,1077015,Y,SC 000126:28,C
126-28-289,1077016,Y,SC 000126:28,C
126-28-290,1077017,Y,SC 000126:28,C
126-29-291,1078346,Y,SC 000126:29,C
126-29-292,1077018,Y,SC 000126:29,C
126-29-293,1077019,Y,SC 000126:29,C
126-29-295,1077020,Y,SC 000126:29,C
126-29-296,1077021,Y,SC 000126:29,C
126-29-297,1077022,Y,SC 000126:29,C
126-29-298,1077023,Y,SC 000126:29,C
126-29-299,1077024,Y,SC 000126:29,C
126-29-300,1077025,Y,SC 000126:29,C
126-29-301,1077026,Y,SC 000126:29,C
126-3-18,1078324,Y,SC 000126:3,C
126-3-19,1076849,Y,SC 000126:3,C
126-3-23,1076850,Y,SC 000126:3,C
126-3-24,1076851,Y,SC 000126:3,C
126-3-25,1076852,Y,SC 000126:3,C
126-3-26,1076853,Y,SC 000126:3,C
126-3-27,1076854,Y,SC 000126:3,C
126-3-28,1076855,Y,SC 000126:3,C
126-3-30,1076856,Y,SC 000126:3,C
126-3-31,1076857,Y,SC 000126:3,C
126-30-302,1078347,Y,SC 000126:30,C
126-30-303,1077027,Y,SC 000126:30,C
126-30-304,1077028,Y,SC 000126:30,C
126-30-305,1077029,Y,SC 000126:30,C
126-30-307,1077030,Y,SC 000126:30,C
126-30-308,1077032,Y,SC 000126:30,C
126-30-309,1077033,Y,SC 000126:30,C
126-30-310,1077034,Y,SC 000126:30,C
126-4-33,1078325,Y,SC 000126:4,C
126-4-34,1076858,Y,SC 000126:4,C
126-4-35,1076859,Y,SC 000126:4,C
126-4-36,1076860,Y,SC 000126:4,C
126-4-37,1076861,Y,SC 000126:4,C
126-4-38,1076862,Y,SC 000126:4,C
126-4-40,1076863,Y,SC 000126:4,C
126-4-41,1076864,Y,SC 000126:4,C
126-4-42,1076865,Y,SC 000126:4,C
126-4-43,1076866,Y,SC 000126:4,C
126-4-45,1076867,Y,SC 000126:4,C
126-4-46,1076868,Y,SC 000126:4,C
126-4-48,1076869,Y,SC 000126:4,C
126-5-50,1078326,Y,SC 000126:5,C
126-5-51,1076870,Y,SC 000126:5,C
126-5-52-A,1076872,Y,SC 000126:5,C
126-5-52-B,1076871,Y,SC 000126:5,C
126-5-53,1076873,Y,SC 000126:5,C
126-5-54,1076874,Y,SC 000126:5,C
126-5-56,1076875,Y,SC 000126:5,C
126-5-57,1076876,Y,SC 000126:5,C
126-6-65,1078327,Y,SC 000126:6,C
126-6-67,1076877,Y,SC 000126:6,C
126-6-68,1076878,Y,SC 000126:6,C
126-6-69,1076879,Y,SC 000126:6,C
126-6-71,1076880,Y,SC 000126:6,C
126-6-72,1076881,Y,SC 000126:6,C
126-6-74,1082842,Y,SC 000126:6,C
126-6-75,1076882,Y,SC 000126:6,C
126-6-76,1076883,Y,SC 000126:6,C
126-6-79,1076884,Y,SC 000126:6,C
126-6-80,1076885,Y,SC 000126:6,C
126-8-91,1078328,Y,SC 000126:8,C
126-8-93,1076499,Y,SC 000126:8,C
126-9-101,1076890,Y,SC 000126:9,C
126-9-102,1076891,Y,SC 000126:9,C
126-9-103,1076892,Y,SC 000126:9,C
126-9-104,1076893,Y,SC 000126:9,C
126-9-95,1078329,Y,SC 000126:9,C
126-9-96,1076886,Y,SC 000126:9,C
126-9-97,1076887,Y,SC 000126:9,C
126-9-98,1076888,Y,SC 000126:9,C
126-9-99,1076889,Y,SC 000126:9,C
127-10-62,1078356,Y,SC 000127:10,C
127-10-63,1077051,Y,SC 000127:10,C
127-10-71,1077052,Y,SC 000127:10,C
127-11-73,1078357,Y,SC 000127:11,C
127-11-74,1077053,Y,SC 000127:11,C
127-11-75,1077054,Y,SC 000127:11,C
127-11-76,1077055,Y,SC 000127:11,C
127-11-78,1077056,Y,SC 000127:11,C
127-11-79,1077057,Y,SC 000127:11,C
127-11-80,1077058,Y,SC 000127:11,C
127-11-82,1077059,Y,SC 000127:11,C
127-11-83,1077060,Y,SC 000127:11,C
127-11-84,1077061,Y,SC 000127:11,C
127-11-85,1077062,Y,SC 000127:11,C
127-12-86,1078358,Y,SC 00127:12,C
127-12-87,1077063,Y,SC 00127:12,C
127-12-88,1077064,Y,SC 00127:12,C
127-12-89,1077065,Y,SC 00127:12,C
127-12-90,1077066,Y,SC 00127:12,C
127-12-91,1077067,Y,SC 00127:12,C
127-12-92,1077068,Y,SC 00127:12,C
127-12-94,1077069,Y,SC 00127:12,C
127-12-95,1077070,Y,SC 00127:12,C
127-12-96,1077071,Y,SC 00127:12,C
127-12-97,1077072,Y,SC 00127:12,C
127-15-108,1078359,Y,SC 00127:15,C
127-15-110,1077073,Y,SC 00127:15,C
127-19-129,1078360,Y,SC 00127:19,C
127-19-130,1077074,Y,SC 00127:19,C
127-19-132,1077075,Y,SC 00127:19,C
127-19-135,1077076,Y,SC 00127:19,C
127-19-136,1077077,Y,SC 00127:19,C
127-19-137,1077078,Y,SC 00127:19,C
127-19-138,1077079,Y,SC 00127:19,C
127-19-139,1077080,Y,SC 00127:19,C
127-19-140,1077081,Y,SC 00127:19,C
127-19-141,1077082,Y,SC 00127:19,C
127-19-142,1077083,Y,SC 00127:19,C
127-20-143,1078646,Y,SC 00127:20,C
127-20-145,1077084,Y,SC 00127:20,C
127-20-146,1077085,Y,SC 00127:20,C
127-20-147,1077086,Y,SC 00127:20,C
127-20-148,1077087,Y,SC 00127:20,C
127-20-149,1077088,Y,SC 00127:20,C
127-20-150,1077089,Y,SC 00127:20,C
127-20-151,1077090,Y,SC 00127:20,C
127-20-152,1077091,Y,SC 00127:20,C
127-20-158,1077105,Y,SC 00127:20,C
127-20-159,1077106,Y,SC 00127:20,C
127-20-160,1077107,Y,SC 00127:20,C
127-20-161,1077108,Y,SC 00127:20,C
127-22-171,1078647,Y,SC 00127:22,C
127-22-172,1077109,Y,SC 00127:22,C
127-22-173,1077110,Y,SC 00127:22,C
127-22-174,1077111,Y,SC 00127:22,C
127-22-175,1077112,Y,SC 00127:22,C
127-22-177,1077113,Y,SC 00127:22,C
127-22-179,1077114,Y,SC 00127:22,C
127-22-180,1077115,Y,SC 00127:22,C
127-22-181,1077116,Y,SC 00127:22,C
127-22-183,1077117,Y,SC 00127:22,C
127-22-184,1077118,Y,SC 00127:22,C
127-22-185,1077119,Y,SC 00127:22,C
127-23-186,1078648,Y,SC 00127:23,C
127-23-187,1077120,Y,SC 00127:23,C
127-23-188,1077131,Y,SC 00127:23,C
127-23-189,1077132,Y,SC 00127:23,C
127-23-190,1077133,Y,SC 00127:23,C
127-23-191,1077134,Y,SC 00127:23,C
127-23-192,1077135,Y,SC 00127:23,C
127-23-193,1077136,Y,SC 00127:23,C
127-23-194,1077137,Y,SC 00127:23,C
127-23-195,1077138,Y,SC 00127:23,C
127-23-196,1077139,Y,SC 00127:23,C
127-23-197,1077140,Y,SC 00127:23,C
127-23-198,1077141,Y,SC 00127:23,C
127-23-199,1077142,Y,SC 00127:23,C
127-23-200,1077143,Y,SC 00127:23,C
127-23-201,1077144,Y,SC 00127:23,C
127-23-202,1077145,Y,SC 00127:23,C
127-24-203,1078649,Y,SC 00127:24,C
127-24-204,1077146,Y,SC 00127:24,C
127-24-205,1077147,Y,SC 00127:24,C
127-24-206,1077148,Y,SC 00127:24,C
127-24-207,1077149,Y,SC 00127:24,C
127-24-208,1077150,Y,SC 00127:24,C
127-24-209,1077151,Y,SC 00127:24,C
127-24-210,1077152,Y,SC 00127:24,C
127-24-211,1077153,Y,SC 00127:24,C
127-24-212,1077154,Y,SC 000127:24,C
127-24-214,1077155,Y,SC 00127:24,C
127-24-215,1077156,Y,SC 00127:24,C
127-24-216,1077157,Y,SC 00127:24,C
127-24-218,1077158,Y,SC 00127:24,C
127-26-229,1078650,Y,SC 00127:26,C
127-26-231,1077159,Y,SC 00127:26,C
127-26-233,1077160,Y,SC 00127:26,C
127-3-10,1077036,Y,SC 000127:3,C
127-3-11,1077037,Y,SC 000127:3,C
127-3-12,1077038,Y,SC 000127:3,C
127-3-13,1077039,Y,SC 000127:3,C
127-3-8,1078348,Y,SC 000127:3,C
127-3-9,1077035,Y,SC 000127:3,C
127-34-249,1078651,Y,SC 00127:34,C
127-34-250,1077161,Y,SC 00127:34,C
127-34-251,1077162,Y,SC 00127:34,C
127-34-252,1077163,Y,SC 00127:34,C
127-34-253,1077164,Y,SC 000127:34,C
127-35-254,1078652,Y,SC 00127:35,C
127-35-255,1077165,Y,SC 00127:35,C
127-35-257,1077166,Y,SC 00127:35,C
127-36-259,1078653,Y,SC 00127:36,C
127-36-261,1077167,Y,SC 00127:36,C
127-36-262,1077168,Y,SC 00127:36,C
127-36-263,1077169,Y,SC 00127:36,C
127-36-264,1077170,Y,SC 00127:36,C
127-37-265,1078654,Y,SC 00127:37,C
127-37-267,1077171,Y,SC 00127:37,C
127-37-268,1077172,Y,SC 00127:37,C
127-37-277,1087513,Y,SC 00127:37,C
127-38-278,1078655,Y,SC 00127:38,C
127-38-287,1077173,Y,SC 00127:38,C
127-39-291,1078656,Y,SC 00127:39,C
127-39-295,1077174,Y,SC 00127:39,C
127-39-296,1077175,Y,SC 00127:39,C
127-39-297,1077176,Y,SC 00127:39,C
127-39-298,1077177,Y,SC 00127:39,C
127-39-299,1077178,Y,SC 00127:39,C
127-39-300,1077179,Y,SC 00127:39,C
127-5-16,1078349,Y,SC 000127:5,C
127-5-18,1077040,Y,SC 000127:5,C
127-5-19,1077041,Y,SC 000127:5,C
127-5-20,1077042,Y,SC 000127:5,C
127-5-21,1077043,Y,SC 000127:5,C
127-5-22,1077044,Y,SC 000127:5,C
127-5-23,1077045,Y,SC 000127:5,C
127-7-26,1078353,Y,SC 000127:7,C
127-7-33,1077046,Y,SC 000127:7,C
127-8-36,1078354,Y,SC 000127:8,C
127-8-47,1077047,Y,SC 000127:8,C
127-9-49,1078355,Y,SC 000127:9,C
127-9-57,1077048,Y,SC 000127:9,C
127-9-59,1077049,Y,SC 000127:9,C
127-9-60,1077050,Y,SC 000127:9,C
128-10-172,1078731,Y,SC 00128:10,C
128-10-176,1077322,Y,SC 00128:10,C
128-10-177,1077323,Y,SC 00128:10,C
128-10-178,1077324,Y,SC 00128:10,C
128-11-179,1078732,Y,SC 00128:11,C
128-11-181,1077325,Y,SC 00128:11,C
128-11-182,1077326,Y,SC 00128:11,C
128-11-183,1077327,Y,SC 00128:11,C
128-11-185,1077328,Y,SC 00128:11,C
128-11-191,1077329,Y,SC 00128:11,C
128-11-192,1077330,Y,SC 00128:11,C
128-12-194,1077331,Y,SC 00128:12,C
128-12-199,1077332,Y,SC 00128:12,C
128-12-200,1077333,Y,SC 00128:12,C
128-12-201,1077334,Y,SC 00128:12,C
128-12-202,1077335,Y,SC 00128:12,C
128-12-203,1077336,Y,SC 00128:12,C
128-12-204,1077337,Y,SC 00128:12,C
128-12-205,1077338,Y,SC 00128:12,C
128-12-206,1077339,Y,SC 00128:12,C
128-12-207,1077340,Y,SC 00128:12,C
128-13-208,1078733,Y,SC 00128:13,C
128-13-209,1077341,Y,SC 00128:13,C
128-13-211,1077342,Y,SC 00128:13,C
128-13-213,1077343,Y,SC 00128:13,C
128-13-217,1077344,Y,SC 00128:13,C
128-13-218,1077345,Y,SC 00128:13,C
128-13-220,1077346,Y,SC 00128:13,C
128-13-222,1077347,Y,SC 00128:13,C
128-14-223,1078734,Y,SC 00128:14,C
128-14-224,1077348,Y,SC 00128:14,C
128-14-225,1077349,Y,SC 00128:14,C
128-14-226,1077350,Y,SC 00128:14,C
128-14-228,1077351,Y,SC 00128:14,C
128-14-229,1077352,Y,SC 00128:14,C
128-14-230,1077353,Y,SC 00128:14,C
128-15-232,1077354,Y,SC 00128:15,C
128-15-235,1077355,Y,SC 00128:15,C
128-15-236,1077356,Y,SC 00128:15,C
128-15-238,1077357,Y,SC 00128:15,C
128-2-10,1077183,Y,SC 00128:2,C
128-2-11,1077184,Y,SC 00128:2,C
128-2-12,1077185,Y,SC 00128:2,C
128-2-13,1077186,Y,SC 00128:2,C
128-2-14,1077187,Y,SC 00128:2,C
128-2-15,1077188,Y,SC 00128:2,C
128-2-5,1078657,Y,SC 00128:2,C
128-2-7,1077180,Y,SC 00128:2,C
128-2-8,1077181,Y,SC 00128:2,C
128-2-9,1077182,Y,SC 00128:2,C
128-21-257,1078735,Y,SC 00128:21,C
128-21-259,1077358,Y,SC 00128:21,C
128-3-16,1078658,Y,SC 00128:3,C
128-3-17,1077189,Y,SC 00128:3,C
128-3-18,1077190,Y,SC 00128:3,C
128-3-19,1077191,Y,SC 00128:3,C
128-3-20,1077192,Y,SC 00128:3,C
128-3-21,1077193,Y,SC 00128:3,C
128-3-22,1077194,Y,SC 00128:3,C
128-3-23,1077195,Y,SC 00128:3,C
128-3-24,1077196,Y,SC 00128:3,C
128-3-25,1077197,Y,SC 00128:3,C
128-3-26,1077198,Y,SC 00128:3,C
128-3-27,1077199,Y,SC 00128:3,C
128-3-28,1077200,Y,SC 00128:3,C
128-3-30,1077201,Y,SC 00128:3,C
128-4-31,1078659,Y,SC 00128:4,C
128-4-32,1077202,Y,SC 00128:4,C
128-4-33,1077203,Y,SC 00128:4,C
128-4-34,1077204,Y,SC 00128:4,C
128-4-35,1077205,Y,SC 00128:4,C
128-4-36,1077206,Y,SC 00128:4,C
128-4-37,1077207,Y,SC 00128:4,C
128-4-38,1077208,Y,SC 00128:4,C
128-4-39,1077209,Y,SC 00128:4,C
128-4-40,1077210,Y,SC 00128:4,C
128-4-41,1077211,Y,SC 00128:4,C
128-4-42,1077212,Y,SC 00128:4,C
128-4-43,1077213,Y,SC 00128:4,C
128-4-44,1077214,Y,SC 00128:4,C
128-4-45,1077215,Y,SC 00128:4,C
128-5-46,1078660,Y,SC 00128:5,C
128-5-49,1077216,Y,SC 00128:5,C
128-5-51,1077217,Y,SC 00128:5,C
128-5-52,1077218,Y,SC 00128:5,C
128-5-53,1077219,Y,SC 00128:5,C
128-5-54,1077220,Y,SC 00128:5,C
128-5-55,1077221,Y,SC 00128:5,C
128-5-57,1077222,Y,SC 00128:5,C
128-5-58,1077223,Y,SC 00128:5,C
128-5-59,1077224,Y,SC 00128:5,C
128-5-60,1077225,Y,SC 00128:5,C
128-5-61,1077226,Y,SC 00128:5,C
128-6-100,1077299,Y,SC 00128:6,C
128-6-101,1077300,Y,SC 00128:6,C
128-6-102,1077301,Y,SC 00128:6,C
128-6-104,1077302,Y,SC 00128:6,C
128-6-105,1077303,Y,SC 00128:6,C
128-6-106,1077304,Y,SC 00128:6,C
128-6-107,1077305,Y,SC 00128:6,C
128-6-108,1077306,Y,SC 00128:6,C
128-6-109,1077307,Y,SC 00128:6,C
128-6-110,1077308,Y,SC 00128:6,C
128-6-111,1077309,Y,SC 00128:6,C
128-6-112,1077310,Y,SC 00128:6,C
128-6-113,1077311,Y,SC 00128:6,C
128-6-114,1077312,Y,SC 00128:6,C
128-6-116,1077313,Y,SC 00128:6,C
128-6-62,1078661,Y,SC 00128:6,C
128-6-65,1077227,Y,SC 00128:6,C
128-6-69,1077228,Y,SC 00128:6,C
128-6-70,1077229,Y,SC 00128:6,C
128-6-72,1077230,Y,SC 00128:6,C
128-6-73,1077231,Y,SC 00128:6,C
128-6-74,1077232,Y,SC 00128:6,C
128-6-76,1077233,Y,SC 00128:6,C
128-6-78,1077234,Y,SC 00128:6,C
128-6-79,1077235,Y,SC 00128:6,C
128-6-80,1077236,Y,SC 00128:6,C
128-6-81,1077237,Y,SC 00128:6,C
128-6-83,1077238,Y,SC 00128:6,C
128-6-84,1077239,Y,SC 00128:6,C
128-6-85,1077240,Y,SC 00128:6,C
128-6-85A,1077241,Y,SC 00128:6,C
128-6-87,1077288,Y,SC 00128:6,C
128-6-89,1077289,Y,SC 00128:6,C
128-6-90,1077290,Y,SC 00128:6,C
128-6-91,1077291,Y,SC 00128:6,C
128-6-92,1077292,Y,SC 00128:6,C
128-6-93,1077293,Y,SC 00128:6,C
128-6-94,1077294,Y,SC 00128:6,C
128-6-95,1077295,Y,SC 00128:6,C
128-6-96,1077296,Y,SC 00128:6,C
128-6-97,1077297,Y,SC 00128:6,C
128-6-98,1077298,Y,SC 00128:6,C
128-9-153,1078730,Y,SC 00128:9,C
128-9-154,1077314,Y,SC 00128:9,C
128-9-155,1077315,Y,SC 00128:9,C
128-9-156,1077316,Y,SC 00128:9,C
128-9-157,1077317,Y,SC 00128:9,C
128-9-158,1077318,Y,SC 00128:9,C
128-9-159,1077319,Y,SC 00128:9,C
128-9-160,1077320,Y,SC 00128:9,C
128-9-161,1077321,Y,SC 00128:9,C
129-11-101,1077361,Y,SC 00129:11,C
129-11-102,1077362,Y,SC 00129:11,C
129-11-103,1077363,Y,SC 00129:11,C
129-11-96,1078736,Y,SC 00129:11,C
129-11-98,1077359,Y,SC 00129:11,C
129-11-99,1077360,Y,SC 00129:11,C
129-12-112,1078737,Y,SC 00129:12,C
129-12-113,1077364,Y,SC 00129:12,C
129-12-115,1077365,Y,SC 00129:12,C
129-12-117,1077366,Y,SC 00129:12,C
129-12-124,1077367,Y,SC 00129:12,C
129-12-126,1077368,Y,SC 00129:12,C
129-12-130,1077369,Y,SC 00129:12,C
129-12-131,1077370,Y,SC 00129:12,C
129-13-133,1078738,Y,SC 00129:13,C
129-13-134,1077371,Y,SC 00129:13,C
129-13-135,1077372,Y,SC 00129:13,C
129-13-136,1077373,Y,SC 00129:13,C
129-13-137,1077374,Y,SC 00129:13,C
129-13-139,1077375,Y,SC 00129:13,C
129-13-141,1077376,Y,SC 00129:13,C
129-13-144,1077377,Y,SC 00129:13,C
129-13-145,1077378,Y,SC 00129:13,C
129-13-146,1077379,Y,SC 00129:13,C
129-13-147,1077380,Y,SC 00129:13,C
129-13-148,1077381,Y,SC 00129:13,C
129-13-149,1077382,Y,SC 00129:13,C
129-13-150,1077383,Y,SC 00129:13,C
129-14-DocA,1078739,Y,SC 00129:14,C
129-14-DocA2,1077384,Y,SC 00129:14,C
129-14-DocB,1077385,Y,SC 00129:14,C
129-14-DocC,1077386,Y,SC 00129:14,C
129-15-1,1078740,Y,SC 00129:15,C
129-15-10,1077429,Y,SC 00129:15,C
129-15-12,1077430,Y,SC 00129:15,C
129-15-14,1077431,Y,SC 00129:15,C
129-15-15,1077432,Y,SC 00129:15,C
129-15-3,1077387,Y,SC 00129:15,C
129-15-4,1077388,Y,SC 00129:15,C
129-15-5,1077389,Y,SC 00129:15,C
129-15-6,1077426,Y,SC 00129:15,C
129-15-7,1077427,Y,SC 00129:15,C
129-15-9,1077428,Y,SC 00129:15,C
129-16-17,1078741,Y,SC 00129:16,C
129-16-21,1077433,Y,SC 00129:16,C
129-16-22,1077434,Y,SC 00129:16,C
129-16-23,1077435,Y,SC 00129:16,C
129-16-24,1077436,Y,SC 00129:16,C
129-16-26,1077437,Y,SC 00129:16,C
129-16-27,1077438,Y,SC 00129:16,C
129-16-29,1077439,Y,SC 00129:16,C
129-16-30,1077440,Y,SC 00129:16,C
129-16-31,1077441,Y,SC 00129:16,C
129-16-32,1077442,Y,SC 00129:16,C
129-16-33,1077443,Y,SC 00129:16,C
129-16-34,1077444,Y,SC 00129:16,C
129-16-35,1077445,Y,SC 00129:16,C
129-16-36,1077446,Y,SC 00129:16,C
129-16-38,1077447,Y,SC 00129:16,C
129-16-39,1077448,Y,SC 00129:16,C
129-16-41,1077449,Y,SC 00129:16,C
129-16-42,1077450,Y,SC 00129:16,C
129-16-43,1077451,Y,SC 00129:16,C
129-16-44,1077452,Y,SC 00129:16,C
129-16-45,1077453,Y,SC 00129:16,C
129-16-46,1077454,Y,SC 00129:16,C
129-16-47,1077455,Y,SC 00129:16,C
129-16-48,1077456,Y,SC 00129:16,C
129-16-49,1077457,Y,SC 00129:16,C
129-16-50,1077458,Y,SC 00129:16,C
129-16-51,1077459,Y,SC 00129:16,C
129-16-52,1077460,Y,SC 00129:16,C
129-16-53,1077461,Y,SC 00129:16,C
129-16-54,1077462,Y,SC 00129:16,C
129-17-56,1078744,Y,SC 00129:17,C
129-17-58,1077463,Y,SC 00129:17,C
129-17-60,1077464,Y,SC 00129:17,C
129-17-61,1077465,Y,SC 00129:17,C
129-17-62,1077466,Y,SC 00129:17,C
129-17-63,1077467,Y,SC 00129:17,C
129-17-64,1077468,Y,SC 00129:17,C
129-17-65,1077469,Y,SC 00129:17,C
129-18-67,1078745,Y,SC 00129:18,C
129-18-68,1077470,Y,SC 00129:18,C
129-18-69,1077471,Y,SC 00129:18,C
129-18-71,1077472,Y,SC 00129:18,C
129-19-73,1078746,Y,SC 00129:19,C
129-19-75,1077473,Y,SC 00129:19,C
129-19-76,1077474,Y,SC 00129:19,C
129-19-77,1077475,Y,SC 00129:19,C
129-19-79,1077476,Y,SC 00129:19,C
129-19-80,1077477,Y,SC 00129:19,C
129-19-81,1077478,Y,SC 00129:19,C
129-19-83,1077479,Y,SC 00129:19,C
129-23-162,1078747,Y,SC 00129:23,C
129-23-163,1077480,Y,SC 00129:23,C
129-23-166,1077481,Y,SC 00129:23,C
129-23-167,1077482,Y,SC 00129:23,C
129-26-Doc1,1078748,Y,SC 00129:26,C
129-26-Doc2,1077483,Y,SC 00129:26,C
129-26-Doc3,1077484,Y,SC 00129:26,C
129-26-Doc4,1077485,Y,SC 00129:26,C
129-26-Doc5,1077486,Y,SC 00129:26,C
129-27-DocA,1078749,Y,SC 00129:27,C
129-27-DocB,1077487,Y,SC 00129:27,C
129-28-190,1078750,Y,SC 00129:28,C
129-28-192,1077489,Y,SC 00129:28,C
129-28-195,1077490,Y,SC 00129:28,C
129-28-196,1077491,Y,SC 00129:28,C
129-28-197,1077492,Y,SC 00129:28,C
129-28-198,1077493,Y,SC 00129:28,C
129-29-154,1078751,Y,SC 00129:29,C
129-29-155,1077494,Y,SC 00129:29,C
130-18-213,1078752,Y,SC 00130:18,C
130-18-215,1077495,Y,SC 00130:18,C
130-18-217,1077496,Y,SC 00130:18,C
130-18-217A,1077497,Y,SC 00130:18,C
130-18-218,1077498,Y,SC 00130:18,C
130-18-219,1077499,Y,SC 00130:18,C
130-18-220,1077500,Y,SC 00130:18,C
130-18-226,1077501,Y,SC 00130:18,C
130-18-228,1077502,Y,SC 00130:18,C
130-18-230,1077503,Y,SC 00130:18,C
130-25,1078765,Y,SC 00130:25,C
130-8,1078764,Y,SC 00130:8,C
133-18,1078762,Y,SC 00133:18,C
134-23-DocA,1078753,Y,SC 00134:23,C
134-23-DocB,1077504,Y,SC 00134:23,C
134-23-DocC,1077505,Y,SC 00134:23,C
134-23-DocD,1077506,Y,SC 00134:23,C
134-25,1078754,Y,SC 000134:25,C
134-25A,1087780,Y,SC 000134:25,C
134-28,1078755,Y,SC 00134:28,C
134-28-A,1077507,Y,SC 00134:28,C
134-28-B,1077508,Y,SC 00134:28,C
134-30,1078756,Y,SC 00134:30,C
134-34,1078757,Y,SC 00134:34,C
136-13-149,1076919,Y,SC 000136:13,C
2-100,1028006,Y,SC 000001:60,E
2-101,1028007,Y,SC 000001:61,E
2-102,1028008,Y,SC 000001:62,E
2-103,1027972,Y,SC 000001:26,E
2-104,1028199,Y,SC 000004:54,E
2-105,1027972,Y,SC 000001:26,E
2-106,1027956,Y,SC 000001:10,E
2-107,1027956,Y,SC 000001:10,E
2-112,1028177,Y,SC 000004:32,E
2-114,1028242,Y,SC 000005:43,E
2-118,1028434,Y,SC 000009:6,E
